Date,Stock,Open,High,Low,Close,Volume,Price
2020-01-28,MSFT,155.1,157.25,154.57,156.84,7176977,156.22
2020-01-29,MSFT,155.97,160.8,155.75,159.35,3106908,158.63333333333333
2020-01-30,MSFT,159.89,161.15,155.76,157.23,3113685,158.04666666666665
2020-01-31,MSFT,158.11,162.48,157.54,162.21,3956649,160.74333333333334
2020-02-03,MSFT,161.97,163.51,158.94,160.35,5625202,160.9333333333333
2020-02-04,MSFT,159.0,159.98,158.17,158.85,9438182,159.0
2020-02-05,MSFT,158.62,161.36,157.74,159.92,5324842,159.67333333333332
2020-02-06,MSFT,158.64,159.49,156.05,156.34,8553193,157.29333333333332
2020-02-07,MSFT,155.23,157.02,150.88,151.87,6519718,153.25666666666666
2020-02-10,MSFT,151.63,152.64,149.91,151.18,5534062,151.2433333333333
2020-02-11,MSFT,149.75,150.14,146.68,146.91,9691053,147.91
2020-02-12,MSFT,146.35,148.06,144.02,146.01,3606804,146.03
2020-02-13,MSFT,146.37,150.25,146.3,148.4,5719565,148.3166666666667
2020-02-14,MSFT,148.93,150.76,142.2,144.15,2911950,145.70333333333335
2020-02-17,MSFT,145.13,146.25,143.95,144.71,6700462,144.97
2020-02-18,MSFT,143.98,144.79,143.6,143.68,5977188,144.02333333333334
2020-02-19,MSFT,144.5,145.99,143.3,143.74,7815762,144.34333333333333
2020-02-20,MSFT,142.2,145.54,140.3,144.19,8555555,143.34333333333333
2020-02-21,MSFT,143.54,145.04,137.69,139.49,2548160,140.74
2020-02-24,MSFT,138.97,139.96,137.2,139.03,8756688,138.73
2020-02-25,MSFT,139.63,141.5,139.42,139.99,3931825,140.3033333333333
2020-02-26,MSFT,140.98,141.43,140.0,140.31,4595775,140.58
2020-02-27,MSFT,141.73,143.62,139.32,141.07,8028181,141.33666666666667
2020-02-28,MSFT,138.57,139.6,135.3,136.46,4228763,137.12
2020-03-02,MSFT,136.28,139.88,134.31,138.83,6950767,137.67333333333332
2020-03-03,MSFT,140.07,142.63,138.89,141.35,6083212,140.95666666666668
2020-03-04,MSFT,139.99,144.22,138.68,142.38,4590278,141.76
2020-03-05,MSFT,141.8,142.63,139.38,140.09,7183524,140.70000000000002
2020-03-06,MSFT,141.21,143.15,140.08,142.8,9777439,142.01000000000002
2020-03-09,MSFT,143.15,144.85,141.63,142.15,4616177,142.87666666666667
2020-03-10,MSFT,143.98,144.21,139.11,139.91,6900439,141.07666666666668
2020-03-11,MSFT,139.67,140.85,138.01,139.91,9575197,139.59
2020-03-12,MSFT,139.39,140.74,136.69,137.22,5747864,138.21666666666667
2020-03-13,MSFT,135.97,137.85,134.21,135.27,4405733,135.77666666666667
2020-03-16,MSFT,134.47,134.75,130.32,130.66,1988128,131.91
2020-03-17,MSFT,130.29,131.25,129.24,129.33,7856842,129.94000000000003
2020-03-18,MSFT,130.41,130.68,128.25,129.95,7919399,129.62666666666667
2020-03-19,MSFT,130.17,133.74,128.5,132.77,4974036,131.67
2020-03-20,MSFT,131.5,131.7,130.21,130.81,5788664,130.90666666666667
2020-03-23,MSFT,130.57,132.11,128.0,129.7,7652463,129.93666666666667
2020-03-24,MSFT,130.43,135.63,129.46,135.61,8443723,133.5666666666667
2020-03-25,MSFT,135.95,141.48,135.45,139.71,2054604,138.88
2020-03-26,MSFT,139.67,144.51,138.98,142.73,1876876,142.07333333333335
2020-03-27,MSFT,142.64,145.66,141.98,144.63,4926516,144.09
2020-03-30,MSFT,143.99,146.52,142.79,145.14,5042879,144.81666666666666
2020-03-31,MSFT,145.7,146.33,144.42,144.91,8875728,145.22
2020-04-01,MSFT,146.47,148.36,145.23,146.84,8876233,146.81000000000003
2020-04-02,MSFT,146.86,147.93,145.58,146.94,9378756,146.81666666666666
2020-04-03,MSFT,147.16,147.91,142.8,144.2,3083820,144.97
2020-04-06,MSFT,144.69,147.9,144.25,146.53,7808747,146.22666666666666
2020-04-07,MSFT,146.96,148.64,145.89,147.98,2651141,147.50333333333333
2020-04-08,MSFT,146.8,147.21,144.29,146.12,3845929,145.87333333333333
2020-04-09,MSFT,145.59,146.61,145.22,146.54,7127910,146.12333333333333
2020-04-10,MSFT,146.03,147.4,145.21,145.82,4442377,146.14333333333335
2020-04-13,MSFT,145.28,146.91,143.76,146.22,5751770,145.63
2020-04-14,MSFT,145.88,147.56,142.06,143.68,8398983,144.43333333333334
2020-04-15,MSFT,142.75,143.0,138.93,140.77,5537671,140.9
2020-04-16,MSFT,143.11,147.53,142.09,145.7,4146813,145.10666666666665
2020-04-17,MSFT,145.09,146.71,140.21,142.14,8774844,143.02
2020-04-20,MSFT,142.32,146.55,140.34,145.3,4946492,144.06333333333333
2020-04-21,MSFT,144.76,145.99,142.41,142.6,5408545,143.66666666666666
2020-04-22,MSFT,142.91,144.62,141.38,142.54,4500777,142.84666666666666
2020-04-23,MSFT,142.63,143.74,140.47,140.68,2724700,141.63000000000002
2020-04-24,MSFT,139.54,140.64,137.94,140.02,6848182,139.53333333333333
2020-04-27,MSFT,138.14,139.46,134.7,136.55,8028867,136.90333333333334
2020-04-28,MSFT,136.38,137.29,133.34,134.44,1489454,135.02333333333334
2020-04-29,MSFT,134.75,137.83,133.76,137.01,7521575,136.20000000000002
2020-04-30,MSFT,134.63,139.11,133.6,137.57,2376335,136.76000000000002
2020-05-01,MSFT,137.56,141.33,136.2,140.78,8575221,139.43666666666664
2020-05-04,MSFT,138.81,143.41,137.79,141.45,7384461,140.88333333333333
2020-05-05,MSFT,141.37,144.59,139.7,143.56,2195053,142.61666666666665
2020-05-06,MSFT,144.05,147.53,142.17,146.06,6598161,145.25333333333333
2020-05-07,MSFT,146.15,147.58,145.88,146.81,7065952,146.7566666666667
2020-05-08,MSFT,149.44,153.42,148.53,152.8,3839614,151.58333333333334
2020-05-11,MSFT,151.55,152.64,150.32,150.78,8006408,151.24666666666667
2020-05-12,MSFT,150.4,151.86,145.97,147.9,3952837,148.57666666666668
2020-05-13,MSFT,149.21,151.44,148.75,150.3,6304201,150.16333333333333
2020-05-14,MSFT,149.34,150.65,147.99,149.96,2577077,149.53333333333333
2020-05-15,MSFT,150.29,150.77,141.59,142.77,9073382,145.04333333333332
2020-05-18,MSFT,142.49,145.09,142.06,143.59,2705080,143.58
2020-05-19,MSFT,142.85,143.12,138.8,139.82,5441433,140.58
2020-05-20,MSFT,139.49,142.62,138.59,140.75,8809332,140.65333333333334
2020-05-21,MSFT,140.45,144.47,139.58,143.06,5383070,142.37
2020-05-22,MSFT,142.4,144.14,141.95,143.46,2192198,143.1833333333333
2020-05-25,MSFT,144.81,147.1,144.08,145.52,3057956,145.5666666666667
2020-05-26,MSFT,145.97,146.1,141.82,143.25,1058175,143.72333333333333
2020-05-27,MSFT,142.49,144.67,140.77,143.74,1565904,143.06
2020-05-28,MSFT,143.35,145.07,140.19,140.62,6396757,141.96
2020-05-29,MSFT,139.75,140.33,138.38,138.84,8381455,139.18333333333337
2020-06-01,MSFT,138.0,141.73,137.16,141.48,7429716,140.12333333333333
2020-06-02,MSFT,141.0,142.76,139.97,140.36,9927516,141.03
2020-06-03,MSFT,139.86,142.09,138.93,140.93,9031735,140.65
2020-06-04,MSFT,140.06,141.8,139.48,140.04,3051763,140.43999999999997
2020-06-05,MSFT,140.27,142.28,140.09,141.34,8239648,141.23666666666668
2020-06-08,MSFT,140.33,141.5,135.22,137.05,1034187,137.92333333333335
2020-06-09,MSFT,136.95,137.1,136.3,136.71,3750631,136.70333333333335
2020-06-10,MSFT,134.97,136.78,134.74,135.68,7009689,135.73333333333332
2020-06-11,MSFT,137.35,139.17,136.56,137.96,5881550,137.89666666666668
2020-06-12,MSFT,138.74,139.39,135.39,136.41,9328555,137.0633333333333
2020-06-15,MSFT,136.82,139.15,135.75,137.3,7557507,137.4
2020-06-16,MSFT,137.48,138.4,137.04,137.29,2946698,137.57666666666668
2020-06-17,MSFT,137.3,138.42,134.46,135.13,6747148,136.00333333333333
2020-06-18,MSFT,135.8,137.97,134.43,136.3,3736527,136.23333333333332
2020-06-19,MSFT,136.21,139.83,135.96,139.43,6587182,138.40666666666667
2020-06-22,MSFT,140.02,142.55,138.99,140.71,1659012,140.75
2020-06-23,MSFT,138.87,140.02,137.69,137.99,7935572,138.5666666666667
2020-06-24,MSFT,138.93,140.36,133.71,135.48,9903115,136.51666666666668
2020-06-25,MSFT,135.55,137.09,128.9,130.66,9002983,132.21666666666667
2020-06-26,MSFT,131.98,132.84,130.21,130.88,6009834,131.31
2020-06-29,MSFT,130.4,133.49,128.89,131.71,5034331,131.36333333333334
2020-06-30,MSFT,133.38,138.2,131.99,137.79,2313981,135.99333333333334
2020-07-01,MSFT,136.98,138.97,133.73,134.48,8997294,135.72666666666666
2020-07-02,MSFT,135.91,137.44,134.11,135.45,6835224,135.66666666666666
2020-07-03,MSFT,135.57,137.37,134.77,136.89,3118309,136.34333333333333
2020-07-06,MSFT,135.8,137.53,134.75,135.15,6460323,135.80999999999997
2020-07-07,MSFT,136.77,137.86,135.48,135.99,1255672,136.44333333333336
2020-07-08,MSFT,135.85,135.91,134.27,135.69,6779990,135.29
2020-07-09,MSFT,135.97,137.87,135.61,137.13,9738769,136.87
2020-07-10,MSFT,138.16,139.14,134.81,135.54,4910920,136.49666666666667
2020-07-13,MSFT,137.23,138.69,134.08,135.44,5537568,136.07
2020-07-14,MSFT,134.98,138.35,133.25,137.41,4373546,136.33666666666667
2020-07-15,MSFT,137.99,138.13,135.13,136.07,2430954,136.44333333333333
2020-07-16,MSFT,137.17,138.72,136.97,137.14,3650786,137.60999999999999
2020-07-17,MSFT,138.82,139.1,137.09,138.43,9379583,138.20666666666668
2020-07-20,MSFT,138.14,139.3,136.11,136.49,6079895,137.3
2020-07-21,MSFT,135.49,138.04,133.62,136.14,5896479,135.9333333333333
2020-07-22,MSFT,135.05,138.19,134.49,137.74,3606113,136.80666666666667
2020-07-23,MSFT,137.14,137.93,135.36,136.7,5895869,136.66333333333333
2020-07-24,MSFT,136.62,140.68,136.2,138.82,1018243,138.56666666666666
2020-07-27,MSFT,138.49,140.24,137.81,139.05,8335677,139.03333333333333
2020-07-28,MSFT,137.92,139.79,135.94,137.85,5885636,137.86
2020-07-29,MSFT,137.16,137.53,135.93,137.05,5880539,136.83666666666667
2020-07-30,MSFT,139.69,140.58,137.25,137.39,3422480,138.40666666666667
2020-07-31,MSFT,137.97,139.31,135.18,136.97,3360532,137.15333333333334
2020-08-03,MSFT,136.47,137.65,135.25,136.62,3829534,136.50666666666666
2020-08-04,MSFT,137.46,138.39,133.04,134.76,1830623,135.39666666666665
2020-08-05,MSFT,134.38,134.96,133.84,134.91,1646157,134.57000000000002
2020-08-06,MSFT,135.48,139.17,134.05,137.2,2231832,136.80666666666667
2020-08-07,MSFT,137.44,137.9,136.31,136.38,5483070,136.86333333333334
2020-08-10,MSFT,137.16,139.99,136.74,138.08,1097739,138.27
2020-08-11,MSFT,135.31,136.13,133.66,134.52,7123637,134.76999999999998
2020-08-12,MSFT,133.36,137.1,132.7,135.64,4070508,135.14666666666665
2020-08-13,MSFT,134.81,134.9,133.43,133.82,2004824,134.05
2020-08-14,MSFT,133.27,134.44,131.77,134.23,3022206,133.48000000000002
2020-08-17,MSFT,134.0,135.54,132.07,133.19,5386015,133.6
2020-08-18,MSFT,133.27,136.38,131.93,136.36,8796134,134.89000000000001
2020-08-19,MSFT,136.81,138.25,135.56,135.65,1683284,136.48666666666668
2020-08-20,MSFT,135.46,135.95,134.21,134.71,5104066,134.95666666666668
2020-08-21,MSFT,134.91,136.19,131.05,132.09,3072934,133.11
2020-08-24,MSFT,130.68,131.0,128.49,129.72,9098644,129.73666666666668
2020-08-25,MSFT,129.91,130.15,125.45,127.32,8844505,127.64
2020-08-26,MSFT,129.86,135.01,129.67,133.29,2238297,132.65666666666664
2020-08-27,MSFT,133.72,136.63,131.78,135.82,1076377,134.7433333333333
2020-08-28,MSFT,135.41,137.07,131.73,133.52,8088170,134.10666666666665
2020-08-31,MSFT,134.24,135.58,134.03,134.65,4360377,134.75333333333333
2020-09-01,MSFT,134.46,137.86,132.63,136.29,8166478,135.59333333333333
2020-09-02,MSFT,135.92,137.54,134.59,135.11,9599534,135.74666666666667
2020-09-03,MSFT,134.66,135.82,132.23,132.87,6341788,133.64
2020-09-04,MSFT,133.5,135.5,133.14,133.93,5776194,134.19
2020-09-07,MSFT,133.93,135.23,130.07,131.75,5337432,132.35
2020-09-08,MSFT,130.85,132.08,129.23,129.7,8688466,130.33666666666667
2020-09-09,MSFT,127.99,129.9,123.18,125.01,1757624,126.03000000000002
2020-09-10,MSFT,125.57,128.44,124.86,128.14,8265736,127.14666666666666
2020-09-11,MSFT,129.81,131.3,123.73,125.13,1230205,126.72000000000001
2020-09-14,MSFT,125.58,126.27,124.25,125.54,9071605,125.35333333333334
2020-09-15,MSFT,126.62,129.49,125.05,128.84,9325916,127.79333333333334
2020-09-16,MSFT,129.86,130.5,127.67,128.93,8515588,129.03333333333333
2020-09-17,MSFT,128.33,129.97,126.47,128.77,6442945,128.40333333333334
2020-09-18,MSFT,129.29,129.67,124.19,125.26,7965097,126.37333333333333
2020-09-21,MSFT,125.61,125.65,124.47,124.93,6516362,125.01666666666667
2020-09-22,MSFT,126.32,128.66,126.22,127.17,9102110,127.35000000000001
2020-09-23,MSFT,127.2,127.89,125.89,126.45,2418784,126.74333333333334
2020-09-24,MSFT,126.37,128.76,124.84,128.1,4099535,127.23333333333333
2020-09-25,MSFT,127.88,128.03,123.01,124.42,1091810,125.15333333333335
2020-09-28,MSFT,125.21,127.04,124.08,126.25,5828082,125.79
2020-09-29,MSFT,125.43,129.83,124.09,129.68,5656745,127.86666666666667
2020-09-30,MSFT,129.47,132.44,128.28,130.91,6286518,130.54333333333332
2020-10-01,MSFT,131.15,136.89,130.2,135.82,9012579,134.3033333333333
2020-10-02,MSFT,135.67,137.91,134.87,137.9,4855074,136.89333333333332
2020-10-05,MSFT,139.4,142.45,139.31,141.47,7621586,141.07666666666668
2020-10-06,MSFT,142.27,143.74,140.49,143.34,9078619,142.52333333333334
2020-10-07,MSFT,143.55,145.56,141.75,144.39,5325168,143.9
2020-10-08,MSFT,143.63,144.56,140.19,141.99,5982816,142.24666666666667
2020-10-09,MSFT,139.99,140.77,138.89,140.48,4269875,140.04666666666665
2020-10-12,MSFT,138.57,140.17,135.45,136.51,4673493,137.37666666666667
2020-10-13,MSFT,136.16,137.15,134.05,135.63,3036966,135.61
2020-10-14,MSFT,135.59,137.21,135.02,135.74,6923455,135.99
2020-10-15,MSFT,133.58,134.79,133.48,134.55,6084750,134.27333333333334
2020-10-16,MSFT,135.65,137.15,133.13,133.44,9623109,134.57333333333332
2020-10-19,MSFT,131.23,131.87,129.33,130.7,5392241,130.63333333333335
2020-10-20,MSFT,129.83,131.07,129.27,129.6,6135267,129.98000000000002
2020-10-21,MSFT,129.51,131.33,127.75,131.24,3437452,130.10666666666668
2020-10-22,MSFT,130.83,134.36,129.23,134.24,1230066,132.61
2020-10-23,MSFT,134.17,135.36,132.97,134.33,3208303,134.22000000000003
2020-10-26,MSFT,134.27,136.19,132.09,133.98,7796983,134.08666666666667
2020-10-27,MSFT,132.58,133.54,130.85,132.59,7699742,132.32666666666668
2020-10-28,MSFT,133.1,137.29,131.47,136.95,8289078,135.23666666666665
2020-10-29,MSFT,138.26,140.08,133.51,135.1,4775092,136.23000000000002
2020-10-30,MSFT,135.64,138.44,134.63,138.3,2833185,137.12333333333333
2020-11-02,MSFT,137.97,140.36,136.62,139.58,3222603,138.85333333333335
2020-11-03,MSFT,138.27,140.47,136.83,139.24,7981822,138.84666666666666
2020-11-04,MSFT,140.54,141.53,137.98,138.36,9282072,139.29
2020-11-05,MSFT,139.02,142.7,138.63,141.78,2181420,141.03666666666666
2020-11-06,MSFT,140.75,145.47,139.43,143.6,3506332,142.83333333333334
2020-11-09,MSFT,142.37,144.84,140.8,143.72,4358296,143.12
2020-11-10,MSFT,145.05,145.12,140.93,142.31,3964123,142.78666666666666
2020-11-11,MSFT,142.15,143.08,139.83,141.05,7191803,141.32000000000002
2020-11-12,MSFT,140.74,142.84,139.16,141.03,3965915,141.01
2020-11-13,MSFT,139.55,141.52,136.45,138.16,3309830,138.71
2020-11-16,MSFT,138.83,139.53,138.3,139.34,7871615,139.0566666666667
2020-11-17,MSFT,140.34,141.54,137.2,138.18,8327830,138.97333333333333
2020-11-18,MSFT,139.0,142.64,138.51,141.35,2007567,140.83333333333334
2020-11-19,MSFT,141.31,144.7,141.1,144.08,1951712,143.29333333333332
2020-11-20,MSFT,145.54,146.48,144.18,144.77,5225820,145.14333333333332
2020-11-23,MSFT,143.26,145.15,142.83,143.55,7795829,143.84333333333333
2020-11-24,MSFT,142.58,143.42,140.67,143.05,1207932,142.38
2020-11-25,MSFT,142.77,144.87,141.88,143.08,6834176,143.27666666666667
2020-11-26,MSFT,143.04,143.13,140.15,141.15,4671849,141.47666666666666
2020-11-27,MSFT,140.96,143.81,139.24,142.54,4679956,141.86333333333334
2020-11-30,MSFT,141.75,141.77,140.36,141.58,4753698,141.23666666666668
2020-12-01,MSFT,140.35,144.42,139.75,144.16,4478511,142.77666666666664
2020-12-02,MSFT,143.67,149.41,143.44,147.8,2607820,146.88333333333335
2020-12-03,MSFT,147.85,149.26,146.4,146.66,6542360,147.43999999999997
2020-12-04,MSFT,146.97,148.41,145.63,146.94,1589413,146.9933333333333
2020-12-07,MSFT,147.82,148.44,146.03,147.12,6056966,147.1966666666667
2020-12-08,MSFT,148.29,149.9,146.34,147.8,5056441,148.01333333333335
2020-12-09,MSFT,147.63,148.56,143.8,145.75,5279565,146.03666666666666
2020-12-10,MSFT,145.34,147.81,145.01,146.55,4950070,146.45666666666668
2020-12-11,MSFT,144.19,145.99,140.99,141.56,7676016,142.84666666666666
2020-12-14,MSFT,141.08,142.38,141.03,142.1,4234055,141.83666666666667
2020-12-15,MSFT,141.67,143.03,141.59,142.62,8017206,142.41333333333333
2020-12-16,MSFT,141.14,141.36,138.32,139.3,9830360,139.66
2020-12-17,MSFT,140.23,142.45,140.16,141.36,8451145,141.32333333333335
2020-12-18,MSFT,142.09,142.88,141.16,141.97,4989512,142.00333333333333
2020-12-21,MSFT,140.89,142.62,138.97,138.98,9737743,140.19000000000003
2020-12-22,MSFT,139.76,142.89,137.9,141.32,4087287,140.70333333333332
2020-12-23,MSFT,142.14,143.24,137.56,139.12,6147095,139.97333333333333
2020-12-24,MSFT,138.89,139.93,136.29,137.99,3178586,138.07000000000002
2020-12-25,MSFT,137.71,138.77,136.32,137.77,6200441,137.62
2020-12-28,MSFT,135.85,135.94,131.49,132.67,3113415,133.36666666666667
2020-12-29,MSFT,134.0,134.81,132.31,132.45,9081816,133.19
2020-12-30,MSFT,132.55,136.33,132.01,134.61,7680659,134.3166666666667
2020-12-31,MSFT,133.89,137.35,132.37,136.92,4521799,135.54666666666665
2021-01-01,MSFT,136.41,137.61,130.59,131.73,5436529,133.31000000000003
2021-01-04,MSFT,130.67,131.75,128.26,129.67,8994524,129.89333333333332
2021-01-05,MSFT,129.88,130.73,128.99,129.44,2411504,129.72
2021-01-06,MSFT,130.72,131.35,129.61,130.38,4454568,130.4466666666667
2021-01-07,MSFT,130.85,133.31,130.62,132.78,2863247,132.23666666666668
2021-01-08,MSFT,131.74,136.17,130.41,134.4,8982789,133.66
2021-01-11,MSFT,134.86,136.1,131.51,132.61,3153619,133.40666666666667
2021-01-12,MSFT,132.7,132.79,131.01,132.44,4087901,132.07999999999998
2021-01-13,MSFT,132.68,134.09,130.68,134.02,6566513,132.92999999999998
2021-01-14,MSFT,134.3,135.77,131.8,132.59,3594440,133.38666666666668
2021-01-15,MSFT,131.8,132.48,127.49,129.41,8464711,129.79333333333332
2021-01-18,MSFT,127.64,130.31,126.26,128.44,9376924,128.33666666666667
2021-01-19,MSFT,127.88,129.64,125.18,125.44,5898148,126.75333333333333
2021-01-20,MSFT,126.67,131.38,126.32,129.74,2786346,129.14666666666668
2021-01-21,MSFT,128.77,129.05,126.81,128.45,2325146,128.10333333333332
2021-01-22,MSFT,130.03,131.85,128.7,131.16,4613323,130.56999999999996
2021-01-25,MSFT,132.64,134.07,128.68,130.55,4803090,131.1
2021-01-26,MSFT,130.0,131.3,125.88,127.61,8010052,128.26333333333335
2021-01-27,MSFT,128.1,130.26,126.58,129.08,7946019,128.64
2021-01-28,MSFT,128.16,131.18,127.91,130.28,8589412,129.79
2021-01-29,MSFT,130.55,132.9,129.59,132.21,6339546,131.5666666666667
2021-02-01,MSFT,134.52,135.19,132.26,132.86,6805802,133.43666666666667
2021-02-02,MSFT,132.32,134.05,131.96,133.16,9465793,133.05666666666664
2021-02-03,MSFT,131.66,132.46,130.29,130.56,9495353,131.10333333333332
2021-02-04,MSFT,130.43,132.81,129.44,132.77,8031474,131.67333333333332
2021-02-05,MSFT,132.81,133.78,131.68,133.27,6085291,132.91
2021-02-08,MSFT,132.91,135.24,132.84,134.59,2637899,134.22333333333336
2021-02-09,MSFT,132.6,133.02,131.1,132.66,6696528,132.26
2021-02-10,MSFT,129.99,130.26,129.25,129.58,2136045,129.6966666666667
2021-02-11,MSFT,129.2,135.79,127.72,134.32,8929441,132.60999999999999
2021-02-12,MSFT,135.02,135.75,134.88,135.67,4576731,135.4333333333333
2021-02-15,MSFT,135.65,137.06,134.67,135.81,8377567,135.84666666666666
2021-02-16,MSFT,135.96,136.46,134.39,134.88,4589750,135.24333333333334
2021-02-17,MSFT,135.64,137.19,133.97,136.98,9345474,136.04666666666665
2021-02-18,MSFT,136.93,137.15,134.82,136.06,7888114,136.01000000000002
2021-02-19,MSFT,135.63,135.65,130.88,132.64,6421622,133.05666666666664
2021-02-22,MSFT,132.58,132.87,128.6,128.87,1642624,130.11333333333334
2021-02-23,MSFT,128.8,130.52,127.39,129.39,1147483,129.1
2021-02-24,MSFT,127.72,128.9,126.49,126.77,7782239,127.38666666666666
2021-02-25,MSFT,126.35,126.4,123.81,125.68,6195084,125.29666666666667
2021-02-26,MSFT,125.35,125.99,123.49,123.8,8341777,124.42666666666666
2021-03-01,MSFT,124.02,125.74,123.64,124.88,8016939,124.75333333333333
2021-03-02,MSFT,125.57,126.54,120.58,121.34,1549690,122.82000000000001
2021-03-03,MSFT,121.81,122.59,118.81,118.87,2535595,120.08999999999999
2021-03-04,MSFT,119.66,121.48,117.99,120.54,8896581,120.00333333333333
2021-03-05,MSFT,121.6,123.0,121.12,122.29,9812108,122.13666666666667
2021-03-08,MSFT,120.51,122.18,119.08,121.74,4143053,121.0
2021-03-09,MSFT,120.94,122.05,119.3,121.02,7385659,120.79
2021-03-10,MSFT,122.7,125.31,120.89,123.82,3127536,123.33999999999999
2021-03-11,MSFT,124.06,128.0,123.67,127.57,2228489,126.41333333333334
2021-03-12,MSFT,127.1,127.77,126.07,126.85,8044796,126.89666666666665
2021-03-15,MSFT,124.55,125.02,120.65,122.31,5255245,122.66000000000001
2021-03-16,MSFT,124.24,124.46,123.15,124.04,2824472,123.88333333333334
2021-03-17,MSFT,125.34,129.15,125.02,127.84,8842927,127.33666666666666
2021-03-18,MSFT,127.73,130.25,126.0,129.83,1687843,128.69333333333336
2021-03-19,MSFT,130.14,134.13,128.52,133.37,5559217,132.00666666666666
2021-03-22,MSFT,132.49,134.28,131.92,131.99,9289348,132.73
2021-03-23,MSFT,133.35,135.2,130.32,130.62,3337427,132.04666666666665
2021-03-24,MSFT,130.03,134.05,129.92,132.25,1405234,132.07333333333335
2021-03-25,MSFT,131.81,135.77,129.88,134.09,9342961,133.24666666666667
2021-03-26,MSFT,134.23,134.38,133.17,133.58,9050379,133.71
2021-03-29,MSFT,133.48,134.63,131.19,133.12,3390785,132.98
2021-03-30,MSFT,132.8,135.56,131.51,134.46,3524056,133.84333333333333
2021-03-31,MSFT,132.87,134.07,130.89,133.59,5302948,132.85
2021-04-01,MSFT,133.53,134.95,129.98,131.21,9115067,132.04666666666665
2021-04-02,MSFT,131.9,133.28,127.96,128.74,4443419,129.99333333333334
2021-04-05,MSFT,128.2,132.34,127.9,131.76,3278274,130.66666666666666
2021-04-06,MSFT,132.16,134.17,131.07,134.08,8194608,133.10666666666668
2021-04-07,MSFT,134.57,135.43,130.9,132.6,4959945,132.9766666666667
2021-04-08,MSFT,131.21,131.89,128.17,130.16,6135448,130.0733333333333
2021-04-09,MSFT,127.88,129.74,126.23,126.73,1808344,127.56666666666668
2021-04-12,MSFT,127.36,128.72,125.87,126.34,9563455,126.97666666666667
2021-04-13,MSFT,127.08,128.19,124.04,125.12,1645209,125.78333333333335
2021-04-14,MSFT,126.72,128.58,124.14,125.96,2472862,126.22666666666667
2021-04-15,MSFT,124.82,127.3,123.97,127.0,6473185,126.08999999999999
2021-04-16,MSFT,127.02,128.95,126.03,126.99,9668825,127.32333333333332
2021-04-19,MSFT,127.68,130.38,125.9,129.67,2423249,128.64999999999998
2021-04-20,MSFT,131.65,135.73,130.48,135.14,7054962,133.78333333333333
2021-04-21,MSFT,135.04,136.6,132.63,133.74,1461811,134.32333333333335
2021-04-22,MSFT,132.81,132.84,130.21,131.86,2998069,131.63666666666668
2021-04-23,MSFT,133.83,133.93,130.93,132.24,5516537,132.36666666666667
2021-04-26,MSFT,132.55,136.43,130.83,135.01,6658553,134.09
2021-04-27,MSFT,134.29,135.22,133.09,133.16,5069483,133.82333333333335
2021-04-28,MSFT,133.59,134.21,130.12,131.94,6602216,132.09
2021-04-29,MSFT,132.75,136.82,130.88,136.73,4811807,134.80999999999997
2021-04-30,MSFT,136.75,138.55,136.63,137.13,5244397,137.43666666666667
2021-05-03,MSFT,137.87,140.82,137.42,139.28,2024627,139.17333333333332
2021-05-04,MSFT,139.13,141.15,138.45,139.77,8099847,139.79
2021-05-05,MSFT,139.87,140.12,137.92,138.93,3756308,138.98999999999998
2021-05-06,MSFT,140.15,144.32,139.28,143.96,1195984,142.52
2021-05-07,MSFT,144.68,146.26,142.66,144.59,4175920,144.50333333333333
2021-05-10,MSFT,145.58,146.16,144.24,144.57,1183195,144.98999999999998
2021-05-11,MSFT,144.58,149.27,143.97,148.06,5902916,147.1
2021-05-12,MSFT,146.96,148.66,145.48,146.12,3343545,146.75333333333333
2021-05-13,MSFT,145.16,145.35,141.18,141.65,4696016,142.72666666666666
2021-05-14,MSFT,140.46,141.96,137.53,138.16,3210326,139.21666666666667
2021-05-17,MSFT,136.92,139.27,135.01,137.7,6167282,137.32666666666665
2021-05-18,MSFT,136.58,139.87,135.11,139.1,9546328,138.02666666666667
2021-05-19,MSFT,138.96,140.98,138.8,139.49,4370186,139.75666666666666
2021-05-20,MSFT,139.63,142.86,137.81,141.63,3220002,140.76666666666668
2021-05-21,MSFT,141.47,144.58,140.18,144.21,3574896,142.99
2021-05-24,MSFT,143.48,145.95,142.01,144.31,4869535,144.09
2021-05-25,MSFT,143.84,145.85,143.37,145.2,8900424,144.80666666666667
2021-05-26,MSFT,144.23,149.07,143.46,147.81,8162155,146.78
2021-05-27,MSFT,147.53,148.53,146.17,148.3,5875364,147.66666666666666
2021-05-28,MSFT,148.7,151.05,148.07,149.36,8042415,149.49333333333334
2021-05-31,MSFT,149.37,150.23,145.11,146.57,1981041,147.30333333333334
2021-06-01,MSFT,146.0,147.67,144.03,147.1,1669462,146.26666666666665
2021-06-02,MSFT,146.82,151.46,145.42,149.74,7103738,148.87333333333333
2021-06-03,MSFT,151.06,154.39,149.77,152.53,7630293,152.23
2021-06-04,MSFT,153.19,154.72,151.78,152.52,7123477,153.00666666666666
2021-06-07,MSFT,150.85,152.82,148.22,149.15,2766963,150.0633333333333
2021-06-08,MSFT,150.94,151.95,147.38,149.16,2656139,149.49666666666667
2021-06-09,MSFT,149.53,149.67,148.36,149.55,8175985,149.19333333333333
